EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,PROGRESS_TIME,BODY_WEIGHT
313,15,3,ciprofloxacin,High,15 day,14,257.3
313,15,4,ciprofloxacin,High,15 day,1,172.8
313,15,4,ciprofloxacin,High,15 day,3,189.1
313,15,4,ciprofloxacin,High,15 day,7,213.8
313,15,4,ciprofloxacin,High,15 day,10,240.2
313,15,4,ciprofloxacin,High,15 day,14,271.4
313,15,5,ciprofloxacin,High,15 day,1,173.1
313,15,5,ciprofloxacin,High,15 day,3,191.7
313,15,5,ciprofloxacin,High,15 day,7,219.6
313,15,5,ciprofloxacin,High,15 day,10,235.8
313,15,5,ciprofloxacin,High,15 day,14,259
313,16,1,ciprofloxacin,High,29 day,1,179.3
313,16,1,ciprofloxacin,High,29 day,3,204
313,16,1,ciprofloxacin,High,29 day,7,244
313,16,1,ciprofloxacin,High,29 day,10,268
313,16,1,ciprofloxacin,High,29 day,14,303
313,16,1,ciprofloxacin,High,29 day,17,324.9
313,16,1,ciprofloxacin,High,29 day,21,359.5
313,16,1,ciprofloxacin,High,29 day,24,375.7
313,16,1,ciprofloxacin,High,29 day,28,402.7
313,16,2,ciprofloxacin,High,29 day,1,167.4
313,16,2,ciprofloxacin,High,29 day,3,187.2
313,16,2,ciprofloxacin,High,29 day,7,216.2
313,16,2,ciprofloxacin,High,29 day,10,235.2
313,16,2,ciprofloxacin,High,29 day,14,259.3
313,16,2,ciprofloxacin,High,29 day,17,273.9
313,16,2,ciprofloxacin,High,29 day,21,297.3
313,16,2,ciprofloxacin,High,29 day,24,306.6
313,16,2,ciprofloxacin,High,29 day,28,326
313,16,3,ciprofloxacin,High,29 day,1,177.5
313,16,3,ciprofloxacin,High,29 day,3,192.7
313,16,3,ciprofloxacin,High,29 day,7,227.9
313,16,3,ciprofloxacin,High,29 day,10,250
313,16,3,ciprofloxacin,High,29 day,14,282.4
313,16,3,ciprofloxacin,High,29 day,17,309.1
313,16,3,ciprofloxacin,High,29 day,21,336.7
313,16,3,ciprofloxacin,High,29 day,24,352.7
313,16,3,ciprofloxacin,High,29 day,28,381.3
313,16,4,ciprofloxacin,High,29 day,1,178.8
313,16,4,ciprofloxacin,High,29 day,3,198.9
313,16,4,ciprofloxacin,High,29 day,7,231.3
313,16,4,ciprofloxacin,High,29 day,10,260.9
313,16,4,ciprofloxacin,High,29 day,14,297.7
313,16,4,ciprofloxacin,High,29 day,17,327.1
313,16,4,ciprofloxacin,High,29 day,21,363.5
313,16,4,ciprofloxacin,High,29 day,24,379.7
313,16,4,ciprofloxacin,High,29 day,28,413.5
313,16,5,ciprofloxacin,High,29 day,1,171.1
313,16,5,ciprofloxacin,High,29 day,3,190.4
313,16,5,ciprofloxacin,High,29 day,7,224
313,16,5,ciprofloxacin,High,29 day,10,247.8
313,16,5,ciprofloxacin,High,29 day,14,277.9
313,16,5,ciprofloxacin,High,29 day,17,300.1
313,16,5,ciprofloxacin,High,29 day,21,325.7
313,16,5,ciprofloxacin,High,29 day,24,336.8
313,16,5,ciprofloxacin,High,29 day,28,355.6
314,1,1,tacrine,Control,3 hr,1,231
314,1,2,tacrine,Control,3 hr,1,220
314,1,3,tacrine,Control,3 hr,1,202.7
314,1,4,tacrine,Control,3 hr,1,199
314,1,5,tacrine,Control,3 hr,1,208
314,2,1,tacrine,Control,6 hr,1,225.1
314,2,2,tacrine,Control,6 hr,1,211.3
314,2,3,tacrine,Control,6 hr,1,222.3
314,2,4,tacrine,Control,6 hr,1,218
314,2,5,tacrine,Control,6 hr,1,207.3
314,3,1,tacrine,Control,9 hr,1,224.7
314,3,2,tacrine,Control,9 hr,1,196.3
314,3,3,tacrine,Control,9 hr,1,221.3
314,3,4,tacrine,Control,9 hr,1,210
314,3,5,tacrine,Control,9 hr,1,221.9
314,4,1,tacrine,Control,24 hr,1,220
314,4,2,tacrine,Control,24 hr,1,199.3
314,4,3,tacrine,Control,24 hr,1,219.7
314,4,4,tacrine,Control,24 hr,1,203
314,4,5,tacrine,Control,24 hr,1,222.3
314,5,1,tacrine,Low,3 hr,1,213.7
314,5,2,tacrine,Low,3 hr,1,221.2
314,5,3,tacrine,Low,3 hr,1,209.7
314,5,4,tacrine,Low,3 hr,1,204.7
314,5,5,tacrine,Low,3 hr,1,225.3
314,6,1,tacrine,Low,6 hr,1,208.9
314,6,2,tacrine,Low,6 hr,1,209.3
314,6,3,tacrine,Low,6 hr,1,204.3
314,6,4,tacrine,Low,6 hr,1,211
314,6,5,tacrine,Low,6 hr,1,222.7
314,7,1,tacrine,Low,9 hr,1,201.2
314,7,2,tacrine,Low,9 hr,1,223.1
314,7,3,tacrine,Low,9 hr,1,205.7
314,7,4,tacrine,Low,9 hr,1,212.2
314,7,5,tacrine,Low,9 hr,1,206.7
314,8,1,tacrine,Low,24 hr,1,204.3
314,8,2,tacrine,Low,24 hr,1,218.5
314,8,3,tacrine,Low,24 hr,1,220
314,8,4,tacrine,Low,24 hr,1,229.3
314,8,5,tacrine,Low,24 hr,1,214.3
314,9,1,tacrine,Middle,3 hr,1,204.7
314,9,2,tacrine,Middle,3 hr,1,222
314,9,3,tacrine,Middle,3 hr,1,219.3
314,9,4,tacrine,Middle,3 hr,1,224
314,9,5,tacrine,Middle,3 hr,1,196.3
314,10,1,tacrine,Middle,6 hr,1,213.4
314,10,2,tacrine,Middle,6 hr,1,199
314,10,3,tacrine,Middle,6 hr,1,205.3
314,10,4,tacrine,Middle,6 hr,1,213
314,10,5,tacrine,Middle,6 hr,1,225.7
314,11,1,tacrine,Middle,9 hr,1,219
314,11,2,tacrine,Middle,9 hr,1,217.3
314,11,3,tacrine,Middle,9 hr,1,215.7
314,11,4,tacrine,Middle,9 hr,1,201.3
314,11,5,tacrine,Middle,9 hr,1,199.7
314,12,1,tacrine,Middle,24 hr,1,213
314,12,2,tacrine,Middle,24 hr,1,223.3
314,12,3,tacrine,Middle,24 hr,1,211.3
314,12,4,tacrine,Middle,24 hr,1,214.7
314,12,5,tacrine,Middle,24 hr,1,211.7
314,13,1,tacrine,High,3 hr,1,218
314,13,2,tacrine,High,3 hr,1,207.1
314,13,3,tacrine,High,3 hr,1,225.3
314,13,4,tacrine,High,3 hr,1,221.3
314,13,5,tacrine,High,3 hr,1,205.7
314,14,1,tacrine,High,6 hr,1,209.3
314,14,2,tacrine,High,6 hr,1,218.7
314,14,3,tacrine,High,6 hr,1,194
314,14,4,tacrine,High,6 hr,1,215.8
314,14,5,tacrine,High,6 hr,1,230.3
314,15,1,tacrine,High,9 hr,1,200.3
314,15,2,tacrine,High,9 hr,1,222
314,15,3,tacrine,High,9 hr,1,229.3
314,15,4,tacrine,High,9 hr,1,221.7
314,15,5,tacrine,High,9 hr,1,224.3
314,16,1,tacrine,High,24 hr,1,202.3
314,16,2,tacrine,High,24 hr,1,194.3
314,16,3,tacrine,High,24 hr,1,219
314,16,4,tacrine,High,24 hr,1,213
314,16,5,tacrine,High,24 hr,1,216.7
315,1,1,tacrine,Control,4 day,1,218.5
315,1,1,tacrine,Control,4 day,3,230.4
315,1,2,tacrine,Control,4 day,1,187.8
315,1,2,tacrine,Control,4 day,3,195.7
315,1,3,tacrine,Control,4 day,1,191.3
315,1,3,tacrine,Control,4 day,3,205
315,1,4,tacrine,Control,4 day,1,203.3
315,1,4,tacrine,Control,4 day,3,220
315,1,5,tacrine,Control,4 day,1,205.9
315,1,5,tacrine,Control,4 day,3,217.7
315,2,1,tacrine,Control,8 day,1,214.7
315,2,1,tacrine,Control,8 day,3,232.7
315,2,1,tacrine,Control,8 day,7,266.3
315,2,2,tacrine,Control,8 day,1,205.1
315,2,2,tacrine,Control,8 day,3,214.7
315,2,2,tacrine,Control,8 day,7,242.3
315,2,3,tacrine,Control,8 day,1,207.9
315,2,3,tacrine,Control,8 day,3,218.3
315,2,3,tacrine,Control,8 day,7,247.7
315,2,4,tacrine,Control,8 day,1,188.6
315,2,4,tacrine,Control,8 day,3,201.3
315,2,4,tacrine,Control,8 day,7,226.2
315,2,5,tacrine,Control,8 day,1,198.4
315,2,5,tacrine,Control,8 day,3,207.3
315,2,5,tacrine,Control,8 day,7,238.3
315,3,1,tacrine,Control,15 day,1,209
315,3,1,tacrine,Control,15 day,3,220
315,3,1,tacrine,Control,15 day,7,249.3
315,3,1,tacrine,Control,15 day,10,271.3
315,3,1,tacrine,Control,15 day,14,294.3
315,3,2,tacrine,Control,15 day,1,209.1
315,3,2,tacrine,Control,15 day,3,217.6
315,3,2,tacrine,Control,15 day,7,244.7
315,3,2,tacrine,Control,15 day,10,267.1
315,3,2,tacrine,Control,15 day,14,285.7
315,3,3,tacrine,Control,15 day,1,199.8
315,3,3,tacrine,Control,15 day,3,212.3
315,3,3,tacrine,Control,15 day,7,242
315,3,3,tacrine,Control,15 day,10,258.3
315,3,3,tacrine,Control,15 day,14,273
315,3,4,tacrine,Control,15 day,1,214.7
315,3,4,tacrine,Control,15 day,3,229.7
315,3,4,tacrine,Control,15 day,7,267
315,3,4,tacrine,Control,15 day,10,290.2
315,3,4,tacrine,Control,15 day,14,313.7
315,3,5,tacrine,Control,15 day,1,205.8
315,3,5,tacrine,Control,15 day,3,223.7
315,3,5,tacrine,Control,15 day,7,255.7
315,3,5,tacrine,Control,15 day,10,276.7
315,3,5,tacrine,Control,15 day,14,300.3
315,4,1,tacrine,Control,29 day,1,213.9
315,4,1,tacrine,Control,29 day,3,223
315,4,1,tacrine,Control,29 day,7,251.7
315,4,1,tacrine,Control,29 day,10,270.1
315,4,1,tacrine,Control,29 day,14,295.7
315,4,1,tacrine,Control,29 day,17,319.7
315,4,1,tacrine,Control,29 day,21,338.9
315,4,1,tacrine,Control,29 day,24,355.3
315,4,1,tacrine,Control,29 day,28,373
315,4,2,tacrine,Control,29 day,1,196.8
315,4,2,tacrine,Control,29 day,3,209.7
315,4,2,tacrine,Control,29 day,7,241.7
315,4,2,tacrine,Control,29 day,10,266
315,4,2,tacrine,Control,29 day,14,286.3
315,4,2,tacrine,Control,29 day,17,309
315,4,2,tacrine,Control,29 day,21,329.9
315,4,2,tacrine,Control,29 day,24,345.7
315,4,2,tacrine,Control,29 day,28,359.3
315,4,3,tacrine,Control,29 day,1,216.2
315,4,3,tacrine,Control,29 day,3,228.3
315,4,3,tacrine,Control,29 day,7,257.2
315,4,3,tacrine,Control,29 day,10,283
315,4,3,tacrine,Control,29 day,14,308.7
315,4,3,tacrine,Control,29 day,17,320
315,4,3,tacrine,Control,29 day,21,340.4
315,4,3,tacrine,Control,29 day,24,354.3
315,4,3,tacrine,Control,29 day,28,373
315,4,4,tacrine,Control,29 day,1,204
315,4,4,tacrine,Control,29 day,3,213.3
315,4,4,tacrine,Control,29 day,7,242.7
315,4,4,tacrine,Control,29 day,10,266.2
315,4,4,tacrine,Control,29 day,14,290.9
315,4,4,tacrine,Control,29 day,17,303
315,4,4,tacrine,Control,29 day,21,321
315,4,4,tacrine,Control,29 day,24,327.3
315,4,4,tacrine,Control,29 day,28,341.3
315,4,5,tacrine,Control,29 day,1,207.9
315,4,5,tacrine,Control,29 day,3,222.9
315,4,5,tacrine,Control,29 day,7,259
315,4,5,tacrine,Control,29 day,10,288.1
315,4,5,tacrine,Control,29 day,14,322.7
315,4,5,tacrine,Control,29 day,17,342.4
315,4,5,tacrine,Control,29 day,21,369.3
315,4,5,tacrine,Control,29 day,24,390
315,4,5,tacrine,Control,29 day,28,410.7
315,5,1,tacrine,Low,4 day,1,200.3
315,5,1,tacrine,Low,4 day,3,215.7
315,5,2,tacrine,Low,4 day,1,211.6
315,5,2,tacrine,Low,4 day,3,225.3
315,5,3,tacrine,Low,4 day,1,191.7
315,5,3,tacrine,Low,4 day,3,201.9
315,5,4,tacrine,Low,4 day,1,214.6
315,5,4,tacrine,Low,4 day,3,226.3
315,5,5,tacrine,Low,4 day,1,185
315,5,5,tacrine,Low,4 day,3,196.3
315,6,1,tacrine,Low,8 day,1,203.3
315,6,1,tacrine,Low,8 day,3,214.7
315,6,1,tacrine,Low,8 day,7,240.6
315,6,2,tacrine,Low,8 day,1,185.5
315,6,2,tacrine,Low,8 day,3,195.7
315,6,2,tacrine,Low,8 day,7,217
315,6,3,tacrine,Low,8 day,1,212.7
315,6,3,tacrine,Low,8 day,3,226
315,6,3,tacrine,Low,8 day,7,250.6
315,6,4,tacrine,Low,8 day,1,201.5
315,6,4,tacrine,Low,8 day,3,213.6
315,6,4,tacrine,Low,8 day,7,242.4
315,6,5,tacrine,Low,8 day,1,215.3
315,6,5,tacrine,Low,8 day,3,229.5
315,6,5,tacrine,Low,8 day,7,261.3
315,7,1,tacrine,Low,15 day,1,217.7
315,7,1,tacrine,Low,15 day,3,234.2
315,7,1,tacrine,Low,15 day,7,261.7
315,7,1,tacrine,Low,15 day,10,291
315,7,1,tacrine,Low,15 day,14,318.7
315,7,2,tacrine,Low,15 day,1,203
315,7,2,tacrine,Low,15 day,3,217.3
315,7,2,tacrine,Low,15 day,7,242.3
315,7,2,tacrine,Low,15 day,10,259.7
315,7,2,tacrine,Low,15 day,14,281
315,7,3,tacrine,Low,15 day,1,197
315,7,3,tacrine,Low,15 day,3,209.3
315,7,3,tacrine,Low,15 day,7,245.3
315,7,3,tacrine,Low,15 day,10,268.7
315,7,3,tacrine,Low,15 day,14,285
315,7,4,tacrine,Low,15 day,1,208
315,7,4,tacrine,Low,15 day,3,220.7
315,7,4,tacrine,Low,15 day,7,255.6
315,7,4,tacrine,Low,15 day,10,280
315,7,4,tacrine,Low,15 day,14,306.7
315,7,5,tacrine,Low,15 day,1,200.5
315,7,5,tacrine,Low,15 day,3,209
315,7,5,tacrine,Low,15 day,7,242.7
315,7,5,tacrine,Low,15 day,10,266.2
315,7,5,tacrine,Low,15 day,14,296
315,8,1,tacrine,Low,29 day,1,203.8
315,8,1,tacrine,Low,29 day,3,219
315,8,1,tacrine,Low,29 day,7,238.3
315,8,1,tacrine,Low,29 day,10,257.2
315,8,1,tacrine,Low,29 day,14,276.3
315,8,1,tacrine,Low,29 day,17,290.7
315,8,1,tacrine,Low,29 day,21,309.7
315,8,1,tacrine,Low,29 day,24,320
315,8,1,tacrine,Low,29 day,28,334.7
315,8,2,tacrine,Low,29 day,1,200.2
315,8,2,tacrine,Low,29 day,3,207.3
315,8,2,tacrine,Low,29 day,7,235
315,8,2,tacrine,Low,29 day,10,254.7
315,8,2,tacrine,Low,29 day,14,278.3
315,8,2,tacrine,Low,29 day,17,285.7
315,8,2,tacrine,Low,29 day,21,303
315,8,2,tacrine,Low,29 day,24,319.5
315,8,2,tacrine,Low,29 day,28,338.3
315,8,3,tacrine,Low,29 day,1,213.6
315,8,3,tacrine,Low,29 day,3,229.3
315,8,3,tacrine,Low,29 day,7,262.3
315,8,3,tacrine,Low,29 day,10,292
315,8,3,tacrine,Low,29 day,14,321.3
315,8,3,tacrine,Low,29 day,17,337.4
315,8,3,tacrine,Low,29 day,21,355.1
315,8,3,tacrine,Low,29 day,24,369.2
315,8,3,tacrine,Low,29 day,28,396
315,8,4,tacrine,Low,29 day,1,198.7
315,8,4,tacrine,Low,29 day,3,213.2
315,8,4,tacrine,Low,29 day,7,242.3
315,8,4,tacrine,Low,29 day,10,264.7
315,8,4,tacrine,Low,29 day,14,294.7
315,8,4,tacrine,Low,29 day,17,314
315,8,4,tacrine,Low,29 day,21,336.3
315,8,4,tacrine,Low,29 day,24,348
315,8,4,tacrine,Low,29 day,28,361.6
315,8,5,tacrine,Low,29 day,1,206
315,8,5,tacrine,Low,29 day,3,224
315,8,5,tacrine,Low,29 day,7,245.3
315,8,5,tacrine,Low,29 day,10,257.3
315,8,5,tacrine,Low,29 day,14,274.7
315,8,5,tacrine,Low,29 day,17,281.7
315,8,5,tacrine,Low,29 day,21,292.9
315,8,5,tacrine,Low,29 day,24,298.9
315,8,5,tacrine,Low,29 day,28,309.7
315,9,1,tacrine,Middle,4 day,1,216
315,9,1,tacrine,Middle,4 day,3,227.3
315,9,2,tacrine,Middle,4 day,1,200.1
315,9,2,tacrine,Middle,4 day,3,207.3
315,9,3,tacrine,Middle,4 day,1,192.5
315,9,3,tacrine,Middle,4 day,3,200
315,9,4,tacrine,Middle,4 day,1,219.3
315,9,4,tacrine,Middle,4 day,3,222.3
315,9,5,tacrine,Middle,4 day,1,201.5
315,9,5,tacrine,Middle,4 day,3,214
315,10,1,tacrine,Middle,8 day,1,191.3
315,10,1,tacrine,Middle,8 day,3,196
315,10,1,tacrine,Middle,8 day,7,212.3
315,10,2,tacrine,Middle,8 day,1,209.3
315,10,2,tacrine,Middle,8 day,3,227.6
315,10,2,tacrine,Middle,8 day,7,249.7
315,10,3,tacrine,Middle,8 day,1,198.3
315,10,3,tacrine,Middle,8 day,3,212.5
315,10,3,tacrine,Middle,8 day,7,239.7
315,10,4,tacrine,Middle,8 day,1,209.9
315,10,4,tacrine,Middle,8 day,3,223.7
315,10,4,tacrine,Middle,8 day,7,249
315,10,5,tacrine,Middle,8 day,1,198.2
315,10,5,tacrine,Middle,8 day,3,211.3
315,10,5,tacrine,Middle,8 day,7,233
315,11,1,tacrine,Middle,15 day,1,207.2
315,11,1,tacrine,Middle,15 day,3,211.7
315,11,1,tacrine,Middle,15 day,7,224.2
315,11,1,tacrine,Middle,15 day,10,236.3
315,11,1,tacrine,Middle,15 day,14,246
315,11,2,tacrine,Middle,15 day,1,204
315,11,2,tacrine,Middle,15 day,3,220.5
315,11,2,tacrine,Middle,15 day,7,242.7
315,11,2,tacrine,Middle,15 day,10,262.7
315,11,2,tacrine,Middle,15 day,14,280
315,11,3,tacrine,Middle,15 day,1,205.4
315,11,3,tacrine,Middle,15 day,3,217.1
315,11,3,tacrine,Middle,15 day,7,245.9
315,11,3,tacrine,Middle,15 day,10,272.7
315,11,3,tacrine,Middle,15 day,14,304.3
315,11,4,tacrine,Middle,15 day,1,218.4
315,11,4,tacrine,Middle,15 day,3,237.7
315,11,4,tacrine,Middle,15 day,7,256.7
315,11,4,tacrine,Middle,15 day,10,283
315,11,4,tacrine,Middle,15 day,14,317.7
315,11,5,tacrine,Middle,15 day,1,206.3
315,11,5,tacrine,Middle,15 day,3,223.7
315,11,5,tacrine,Middle,15 day,7,248.3
315,11,5,tacrine,Middle,15 day,10,269.7
315,11,5,tacrine,Middle,15 day,14,297.3
315,12,1,tacrine,Middle,29 day,1,199
315,12,1,tacrine,Middle,29 day,3,210.6
315,12,1,tacrine,Middle,29 day,7,227.8
315,12,1,tacrine,Middle,29 day,10,245.7
315,12,1,tacrine,Middle,29 day,14,268
315,12,1,tacrine,Middle,29 day,17,288
315,12,1,tacrine,Middle,29 day,21,298.7
315,12,1,tacrine,Middle,29 day,24,312
315,12,1,tacrine,Middle,29 day,28,328.3
315,12,2,tacrine,Middle,29 day,1,209.7
315,12,2,tacrine,Middle,29 day,3,226.3
315,12,2,tacrine,Middle,29 day,7,255.3
315,12,2,tacrine,Middle,29 day,10,284
315,12,2,tacrine,Middle,29 day,14,308.3
315,12,2,tacrine,Middle,29 day,17,329.7
315,12,2,tacrine,Middle,29 day,21,356.3
315,12,2,tacrine,Middle,29 day,24,370.3
315,12,2,tacrine,Middle,29 day,28,390.3
315,12,3,tacrine,Middle,29 day,1,183.7
315,12,3,tacrine,Middle,29 day,3,188.7
315,12,3,tacrine,Middle,29 day,7,195.3
315,12,3,tacrine,Middle,29 day,10,207
315,12,3,tacrine,Middle,29 day,14,219.3
315,12,3,tacrine,Middle,29 day,17,223.7
315,12,3,tacrine,Middle,29 day,21,239
315,12,3,tacrine,Middle,29 day,24,248
315,12,3,tacrine,Middle,29 day,28,263
315,12,4,tacrine,Middle,29 day,1,199.2
315,12,4,tacrine,Middle,29 day,3,212.3
315,12,4,tacrine,Middle,29 day,7,231
315,12,4,tacrine,Middle,29 day,10,244
315,12,4,tacrine,Middle,29 day,14,266
315,12,4,tacrine,Middle,29 day,17,283.7
315,12,4,tacrine,Middle,29 day,21,305.3
315,12,4,tacrine,Middle,29 day,24,315.3
315,12,4,tacrine,Middle,29 day,28,328
315,12,5,tacrine,Middle,29 day,1,203.9
315,12,5,tacrine,Middle,29 day,3,217.7
315,12,5,tacrine,Middle,29 day,7,235.7
315,12,5,tacrine,Middle,29 day,10,259.1
315,12,5,tacrine,Middle,29 day,14,284
315,12,5,tacrine,Middle,29 day,17,303
315,12,5,tacrine,Middle,29 day,21,323
315,12,5,tacrine,Middle,29 day,24,339.7
315,12,5,tacrine,Middle,29 day,28,351.3
315,13,1,tacrine,High,4 day,1,210
315,13,1,tacrine,High,4 day,3,
315,13,2,tacrine,High,4 day,1,210.4
315,13,2,tacrine,High,4 day,3,
315,13,3,tacrine,High,4 day,1,194.9
315,13,3,tacrine,High,4 day,3,188.3
315,13,4,tacrine,High,4 day,1,207.4
315,13,4,tacrine,High,4 day,3,188.3
315,13,5,tacrine,High,4 day,1,201.8
315,13,5,tacrine,High,4 day,3,196.2
315,14,1,tacrine,High,8 day,1,209.4
315,14,1,tacrine,High,8 day,3,191.3
315,14,1,tacrine,High,8 day,7,215.7
315,14,2,tacrine,High,8 day,1,203.4
315,14,2,tacrine,High,8 day,3,178.3
315,14,2,tacrine,High,8 day,7,195.7
315,14,3,tacrine,High,8 day,1,211.1
315,14,3,tacrine,High,8 day,3,183.8
315,14,3,tacrine,High,8 day,7,214
315,14,4,tacrine,High,8 day,1,201.7
315,14,4,tacrine,High,8 day,3,151.9
315,14,4,tacrine,High,8 day,7,
315,14,5,tacrine,High,8 day,1,214.1
315,14,5,tacrine,High,8 day,3,189.1
315,14,5,tacrine,High,8 day,7,
315,15,1,tacrine,High,15 day,1,207.2
315,15,1,tacrine,High,15 day,3,195.3
315,15,1,tacrine,High,15 day,7,218
315,15,1,tacrine,High,15 day,10,227.9
315,15,1,tacrine,High,15 day,14,246.7
315,15,2,tacrine,High,15 day,1,196.1
315,15,2,tacrine,High,15 day,3,144
315,15,2,tacrine,High,15 day,7,
315,15,2,tacrine,High,15 day,10,
315,15,2,tacrine,High,15 day,14,
315,15,3,tacrine,High,15 day,1,196.7
315,15,3,tacrine,High,15 day,3,168.2
315,15,3,tacrine,High,15 day,7,200.3
315,15,3,tacrine,High,15 day,10,220.7
315,15,3,tacrine,High,15 day,14,237.3
315,15,4,tacrine,High,15 day,1,202.2
315,15,4,tacrine,High,15 day,3,179
315,15,4,tacrine,High,15 day,7,
315,15,4,tacrine,High,15 day,10,
315,15,4,tacrine,High,15 day,14,
315,15,5,tacrine,High,15 day,1,217.6
315,15,5,tacrine,High,15 day,3,194.2
315,15,5,tacrine,High,15 day,7,217.3
315,15,5,tacrine,High,15 day,10,237.7
315,15,5,tacrine,High,15 day,14,267.7
315,16,1,tacrine,High,29 day,1,197.6
315,16,1,tacrine,High,29 day,3,148
315,16,1,tacrine,High,29 day,7,
315,16,1,tacrine,High,29 day,10,
315,16,1,tacrine,High,29 day,14,
315,16,1,tacrine,High,29 day,17,
315,16,1,tacrine,High,29 day,21,
315,16,1,tacrine,High,29 day,24,
315,16,1,tacrine,High,29 day,28,
315,16,2,tacrine,High,29 day,1,205.8
315,16,2,tacrine,High,29 day,3,197.1
315,16,2,tacrine,High,29 day,7,200.3
315,16,2,tacrine,High,29 day,10,
315,16,2,tacrine,High,29 day,14,
315,16,2,tacrine,High,29 day,17,
315,16,2,tacrine,High,29 day,21,
315,16,2,tacrine,High,29 day,24,
315,16,2,tacrine,High,29 day,28,
315,16,3,tacrine,High,29 day,1,209.4
315,16,3,tacrine,High,29 day,3,
315,16,3,tacrine,High,29 day,7,
315,16,3,tacrine,High,29 day,10,
315,16,3,tacrine,High,29 day,14,
315,16,3,tacrine,High,29 day,17,
315,16,3,tacrine,High,29 day,21,
315,16,3,tacrine,High,29 day,24,
315,16,3,tacrine,High,29 day,28,
315,16,4,tacrine,High,29 day,1,206.2
315,16,4,tacrine,High,29 day,3,206.7
315,16,4,tacrine,High,29 day,7,211.7
315,16,4,tacrine,High,29 day,10,221.1
315,16,4,tacrine,High,29 day,14,246.3
315,16,4,tacrine,High,29 day,17,259
315,16,4,tacrine,High,29 day,21,281.7
315,16,4,tacrine,High,29 day,24,299.3
315,16,4,tacrine,High,29 day,28,311.3
315,16,5,tacrine,High,29 day,1,212.3
315,16,5,tacrine,High,29 day,3,168.3
315,16,5,tacrine,High,29 day,7,209.3
315,16,5,tacrine,High,29 day,10,230.7
315,16,5,tacrine,High,29 day,14,249.3
315,16,5,tacrine,High,29 day,17,267.1
315,16,5,tacrine,High,29 day,21,288
315,16,5,tacrine,High,29 day,24,295.7
315,16,5,tacrine,High,29 day,28,
316,1,1,moxisylyte,Control,3 hr,1,221.7
316,1,2,moxisylyte,Control,3 hr,1,205.3
316,1,3,moxisylyte,Control,3 hr,1,230.7
316,1,4,moxisylyte,Control,3 hr,1,217
316,1,5,moxisylyte,Control,3 hr,1,227
316,2,1,moxisylyte,Control,6 hr,1,217
316,2,2,moxisylyte,Control,6 hr,1,217.7
316,2,3,moxisylyte,Control,6 hr,1,208.2
316,2,4,moxisylyte,Control,6 hr,1,215.2
316,2,5,moxisylyte,Control,6 hr,1,215
316,3,1,moxisylyte,Control,9 hr,1,234.1
316,3,2,moxisylyte,Control,9 hr,1,212.9
316,3,3,moxisylyte,Control,9 hr,1,227.3
316,3,4,moxisylyte,Control,9 hr,1,213.1
316,3,5,moxisylyte,Control,9 hr,1,224.6
316,4,1,moxisylyte,Control,24 hr,1,217.2
316,4,2,moxisylyte,Control,24 hr,1,217.3
316,4,3,moxisylyte,Control,24 hr,1,219.7
316,4,4,moxisylyte,Control,24 hr,1,220.3
316,4,5,moxisylyte,Control,24 hr,1,205.9
316,5,1,moxisylyte,Low,3 hr,1,205.7
316,5,2,moxisylyte,Low,3 hr,1,217.3
316,5,3,moxisylyte,Low,3 hr,1,208
316,5,4,moxisylyte,Low,3 hr,1,230
316,5,5,moxisylyte,Low,3 hr,1,219.3
316,6,1,moxisylyte,Low,6 hr,1,221.2
316,6,2,moxisylyte,Low,6 hr,1,223.9
316,6,3,moxisylyte,Low,6 hr,1,214.7
316,6,4,moxisylyte,Low,6 hr,1,221.3
316,6,5,moxisylyte,Low,6 hr,1,222.7
316,7,1,moxisylyte,Low,9 hr,1,218
316,7,2,moxisylyte,Low,9 hr,1,226.3
316,7,3,moxisylyte,Low,9 hr,1,221.7
316,7,4,moxisylyte,Low,9 hr,1,217
316,7,5,moxisylyte,Low,9 hr,1,217
316,8,1,moxisylyte,Low,24 hr,1,203.4
316,8,2,moxisylyte,Low,24 hr,1,223.3
316,8,3,moxisylyte,Low,24 hr,1,221.3
316,8,4,moxisylyte,Low,24 hr,1,210.6
316,8,5,moxisylyte,Low,24 hr,1,221.7
316,9,1,moxisylyte,Middle,3 hr,1,214.7
316,9,2,moxisylyte,Middle,3 hr,1,230
316,9,3,moxisylyte,Middle,3 hr,1,200.8
316,9,4,moxisylyte,Middle,3 hr,1,214.7
316,9,5,moxisylyte,Middle,3 hr,1,205.6
316,10,1,moxisylyte,Middle,6 hr,1,204.7
316,10,2,moxisylyte,Middle,6 hr,1,232
316,10,3,moxisylyte,Middle,6 hr,1,210.3
316,10,4,moxisylyte,Middle,6 hr,1,215.7
316,10,5,moxisylyte,Middle,6 hr,1,222.7
316,11,1,moxisylyte,Middle,9 hr,1,225
316,11,2,moxisylyte,Middle,9 hr,1,219.3
316,11,3,moxisylyte,Middle,9 hr,1,228.3
316,11,4,moxisylyte,Middle,9 hr,1,215.7
316,11,5,moxisylyte,Middle,9 hr,1,213.9
316,12,1,moxisylyte,Middle,24 hr,1,213
316,12,2,moxisylyte,Middle,24 hr,1,212
316,12,3,moxisylyte,Middle,24 hr,1,209.7
316,12,4,moxisylyte,Middle,24 hr,1,215.7
